insurance_company,recover_office_zip_code,damage_address_zip_code,office_distance,case_creation_year,case_creation_month,project_id
E,9514,9516,7,2020,9,219428
J,1086,1464,"7,8",2023,8,219432
C,4313,4314,"3,5",2022,8,219433
J,7038,7112,"55,3",2021,7,219434
N,5463,5460,"15,4",2022,11,219437
C,3219,3234,"4,5",2020,6,219438
C,7500,7500,"3,8",2022,1,219440
H,2821,2815,"1,5",2019,8,219441
C,3219,3210,"3,7",2024,7,219443
C,7038,7048,"5,9",2025,3,219445
J,6718,6700,"5,8",2023,3,219447
J,8402,8445,"41,7",2023,4,219449
N,2383,2380,"3,7",2021,2,219450
C,4344,4340,"4,9",2022,2,219452
K,975,576,"6,6",2019,9,219454
J,4612,4632,"3,2",2022,8,219456
N,5147,5148,"2,6",2023,4,219457
D,8803,8800,"1,7",2023,5,219459
J,5360,5360,"6,8",2023,3,219461
N,2019,956,"14,2",2023,1,219462
E,1738,1738,1,2024,8,219463
C,2150,2164,"16,4",2025,1,219464
K,1086,2040,31,2024,10,219465
C,7327,7212,"27,6",2024,1,219467
H,1618,1653,"11,5",2019,11,219469
C,7038,7012,"5,1",2019,10,219470
E,7900,7822,"14,5",2020,1,219471
F,4313,4328,"13,8",2022,11,219472
C,8402,8484,65,2024,1,219473
F,7327,7335,"32,7",2022,3,219476
E,7340,7340,"1,9",2023,11,219478
N,1599,1580,"10,7",2021,5,219480
N,2383,2315,"17,2",2023,3,219482
C,283,355,"6,8",2023,1,219483
C,5918,5917,"12,7",2024,6,219485
J,9152,9144,79,2021,6,219490
E,8900,8900,"1,2",2020,11,219491
C,1086,488,"11,6",2022,6,219492
D,6900,6723,"54,2",2023,11,219493
E,4636,4700,"20,8",2024,9,219495
J,3219,3209,7,2021,2,219497
C,3219,3233,"6,5",2021,9,219498
N,2056,2054,"18,4",2020,10,219502
C,3138,3111,"9,6",2021,9,219503
J,4013,4016,"3,9",2023,5,219505
E,9514,9513,"6,4",2022,9,219506
D,283,287,"6,3",2023,8,219510
C,7038,7010,"5,9",2023,10,219511
E,7038,7054,"11,7",2025,7,219512
N,2056,2080,"31,2",2020,8,219514
J,5147,5144,2,2023,5,219517
C,7038,7038,"2,3",2023,1,219518
N,9845,9800,"50,7",2021,9,219519
N,3735,3930,"5,9",2022,11,219520
G,3300,3053,"4,6",2023,1,219521
N,7820,7804,"3,5",2022,11,219524
N,4313,4034,"2,8",2023,8,219525
N,4313,4085,"16,8",2021,4,219526
H,3184,3179,"5,7",2024,2,219527
G,7300,7300,"19,5",2024,2,219528
K,7604,7020,"85,4",2022,9,219531
C,8006,8016,"26,7",2023,12,219532
C,6718,6717,"15,8",2025,5,219533
D,8900,8907,"2,3",2020,6,219534
A,3057,3057,"2,2",2025,1,219535
N,6718,6146,"36,1",2021,3,219537
C,8370,8300,"55,6",2019,10,219538
N,1086,1366,"21,1",2023,8,219539
N,1599,1555,9,2021,6,219540
J,5147,5141,"3,4",2019,10,219541
J,4313,4310,"22,9",2023,8,219547
E,7900,7985,40,2023,11,219551
C,3513,2730,"25,6",2023,6,219555
L,1850,1823,"23,6",2023,8,219557
J,6718,6718,"2,6",2023,3,219558
E,9514,9512,8,2020,4,219559
H,8208,8250,"30,8",2024,1,219560
C,975,650,"8,2",2020,8,219561
C,2940,2900,"24,6",2019,5,219562
K,2940,2676,"95,7",2020,4,219569
E,5147,5008,"8,6",2023,2,219570
C,4013,4077,"3,4",2020,10,219571
J,5033,5053,"7,7",2024,10,219572
N,3232,3270,"10,9",2020,11,219574
F,1684,1659,"22,4",2019,9,219577
N,9024,9020,"5,7",2022,6,219579
H,7327,7310,19,2023,8,219580
G,2406,2435,"26,8",2024,5,219582
J,5430,5437,"17,7",2021,5,219584
J,5463,5645,"58,2",2020,1,219585
J,8613,8624,"4,9",2021,6,219587
N,8208,8209,"3,3",2021,3,219589
C,7900,7900,"1,2",2021,8,219590
K,3262,3208,19,2021,5,219591
C,1599,1518,"6,9",2021,11,219592
E,9024,9008,"9,4",2021,2,219594
E,6100,6100,"0,5",2020,12,219601
J,3138,3135,"6,2",2024,3,219602
C,2619,2609,"4,1",2023,10,219603
H,3940,3936,"5,9",2020,11,219604
N,1618,1619,4,2020,7,219606
J,2019,2013,"5,1",2023,8,219608
E,2150,2019,"36,8",2020,12,219610
N,2940,2900,"21,8",2021,2,219615
D,7300,7250,"99,7",2025,4,219617
N,3550,3550,"5,8",2021,2,219620
J,8803,8850,29,2021,3,219621
D,8400,8406,"4,4",2020,4,219628
C,4013,4046,9,2019,4,219632
J,9024,9020,"2,8",2024,1,219633
J,4013,4011,"2,7",2024,10,219634
C,8613,8616,"6,3",2020,5,219636
J,4013,4014,"1,6",2022,8,219639
N,1618,1671,"7,1",2020,4,219641
N,8370,8310,"58,3",2022,5,219642
C,4276,4250,"4,8",2020,11,219645
C,6070,6149,"30,6",2022,12,219646
D,7604,7654,"14,1",2023,6,219648
J,6023,6230,"13,5",2022,4,219650
N,3157,3132,"11,7",2020,10,219651
J,1618,1613,"6,6",2019,9,219655
J,8402,8406,"9,7",2024,1,219658
K,3157,3179,7,2021,1,219660
N,5537,5529,"2,8",2023,8,219661
D,4580,4550,"17,4",2020,11,219662
C,6783,6763,"19,4",2020,11,219667
C,2383,2384,"4,3",2021,5,219670
E,4313,4052,"7,8",2020,10,219671
C,3157,3189,"3,5",2023,3,219672
K,1406,1400,"3,3",2023,6,219673
C,3024,3026,"2,4",2021,1,219676
J,4370,4380,27,2021,4,219677
C,2619,2615,"3,1",2023,8,219679
J,3718,3731,"5,2",2024,10,219681
N,1400,1400,6,2021,10,219684
K,7340,7340,"4,5",2023,7,219685
J,4276,4276,"2,2",2020,8,219687
J,6415,6633,"46,6",2020,11,219689
C,1767,1782,"4,4",2024,9,219692
K,8208,8206,"3,9",2021,12,219693
J,4013,4041,6,2022,3,219695
K,3718,3718,"1,7",2024,4,219696
J,5147,5254,"10,4",2019,11,219697
A,7870,7760,28,2024,9,219699
C,1188,152,"8,8",2023,1,219705
K,1086,2000,"9,2",2023,8,219707
H,6100,6070,"34,3",2020,1,219708
C,9024,9007,"7,3",2023,10,219709
C,3414,3404,"8,4",2020,4,219710
J,6415,6522,"63,8",2021,7,219714
J,6023,6013,"3,3",2022,6,219715
C,283,270,"6,8",2023,12,219716
J,5412,5417,"4,1",2023,9,219717
E,2900,2918,"21,3",2020,4,219724
K,9409,9405,"5,6",2025,1,219725
C,4636,4635,"3,8",2021,3,219726
J,1599,1536,"4,5",2022,1,219727
C,4013,4025,"3,7",2025,3,219729
N,5911,5237,"47,6",2021,2,219730
J,5147,5235,"14,7",2020,11,219733
K,8402,8450,"28,2",2022,4,219734
N,1188,671,"5,1",2023,8,219737
J,9407,9450,"33,7",2020,9,219738
N,5147,5154,"6,2",2023,1,219741
J,5147,5006,6,2020,6,219743
J,1188,196,"6,4",2020,9,219744
J,5412,5554,21,2022,1,219748
K,9409,9405,"5,7",2023,11,219749
N,3157,3150,"9,1",2020,12,219751
C,1850,1870,"25,7",2022,12,219753
J,8006,8014,"3,7",2025,2,219755
K,7038,7037,"2,5",2024,10,219758
E,,8300,0,2025,1,219761
C,5911,5913,"22,8",2024,1,219762
J,2383,2390,"18,3",2024,2,219764
J,6023,6065,"29,7",2022,5,219765
C,9024,9014,"7,2",2020,11,219768
C,1188,1178,"5,1",2019,8,219769
C,1711,1710,"1,8",2023,9,219770
J,8803,8720,"51,8",2025,4,219772
J,2019,2019,"1,4",2021,3,219773
N,6023,6013,"9,2",2023,6,219775
E,1711,1709,"3,3",2019,11,219777
K,7038,7170,"89,5",2024,7,219778
C,4612,4615,"1,6",2019,11,219781
J,4848,4842,7,2021,11,219782
C,7604,7608,"3,6",2020,11,219783
J,8613,8610,"3,1",2024,5,219786
N,1400,1284,"18,9",2020,10,219790
C,2019,2013,"4,8",2022,6,219791
N,3300,3055,"8,4",2022,6,219792
J,6900,6905,"2,2",2024,10,219795
N,2056,2080,"22,8",2023,6,219797
C,5412,5414,"7,7",2021,3,219803
D,8613,8720,"71,5",2022,7,219804
K,3157,3174,"22,4",2024,6,219805
C,3184,3189,"6,7",2020,10,219807
J,5537,5535,"2,3",2023,3,219808
D,8012,8009,"2,4",2022,1,219810
K,8400,8406,"25,1",2019,12,219812
N,9024,9034,"38,4",2020,8,219816
C,1599,1536,"4,3",2023,1,219823
G,7503,7513,3,2024,7,219824
J,283,1368,8,2020,4,219826
K,3157,3175,"14,2",2024,1,219829
G,7038,7083,"14,5",2021,11,219830
C,2019,1466,"4,8",2022,11,219831
C,9360,9357,43,2024,12,219833
C,283,272,"5,7",2022,10,219835
K,3944,3941,"5,6",2025,2,219838
G,4370,4371,"1,8",2023,6,219841
C,9024,9006,"10,2",2020,10,219843
B,5542,5546,"9,9",2019,10,219844
N,9514,9600,"137,6",2019,10,219849
G,8208,8208,1,2022,10,219853
N,1188,1262,"10,2",2023,5,219855
A,7038,7020,"6,5",2023,11,219856
J,6023,6005,"15,8",2025,3,219858
K,7604,7653,"12,3",2024,1,219859
C,5918,5918,"5,4",2025,6,219861
J,5700,5713,"26,1",2020,4,219862
D,7503,7500,1,2023,12,219863
K,3718,3737,"8,9",2024,8,219865
N,4636,4633,"9,8",2021,10,219866
J,4820,4820,2,2022,2,219867
J,1767,1763,"6,9",2022,8,219868
N,283,596,"15,5",2021,10,219870
J,1086,1470,"3,7",2024,7,219872
K,7604,7606,"7,2",2022,8,219873
K,7900,7900,"0,4",2024,7,219879
H,7604,7602,"3,6",2024,12,219880
J,3157,3160,"15,3",2021,4,219881
C,8803,8820,"30,2",2023,8,219885
C,2619,2611,"9,6",2023,12,219887
H,5537,4270,"20,6",2022,8,219889
C,1618,1663,"2,2",2023,7,219891
C,2619,2618,"4,7",2022,9,219895
J,283,756,"4,8",2024,12,219898
C,5700,5700,"4,1",2024,4,219899
J,1188,1274,"9,7",2021,2,219901
D,3940,3940,"1,1",2020,1,219903
K,7038,7091,"8,2",2021,2,219905
D,5700,5718,"38,5",2022,7,219908
J,6100,6065,"33,6",2021,9,219909
E,3414,3440,"14,2",2021,1,219911
J,1406,493,"33,2",2023,12,219913
C,7503,7510,"6,7",2022,1,219919
K,7900,7990,"48,2",2022,7,219920
C,4276,4250,"5,7",2022,8,219921
C,283,1369,"4,4",2024,1,219922
C,8370,8300,"54,4",2020,12,219923
K,3718,3748,"21,6",2022,4,219925
C,3039,3060,"17,4",2018,12,219928
C,4276,4270,"3,9",2024,7,219932
J,3300,3320,"8,7",2020,9,219934
N,5911,5111,21,2020,9,219936
J,9024,9180,"157,8",2022,12,219938
G,2714,2740,13,2020,11,219941
D,7038,7049,"5,4",2022,12,219942
J,1711,1723,"1,5",2023,7,219944
N,5147,5144,"1,6",2023,6,219946
N,8613,8610,"3,8",2023,3,219947
J,9514,9545,"87,5",2022,8,219950
C,1188,1275,"8,3",2023,8,219954
E,5147,5237,"11,2",2021,3,219956
N,3157,3080,"26,7",2020,6,219957
D,5430,5430,"0,6",2023,1,219958
H,6783,6783,"11,6",2023,10,219965
C,2019,1461,"9,5",2020,6,219966
J,975,951,"0,4",2020,2,219970
C,5430,5430,"2,8",2024,8,219972
C,2940,2973,22,2024,7,219973
C,3232,3270,"6,4",2022,1,219976
J,5147,5258,"8,2",2022,1,219978
K,1086,672,"6,9",2022,5,219980
C,1618,1615,"9,7",2020,6,219982
E,6718,6718,4,2024,3,219983
N,5537,5537,"1,6",2022,6,219985
H,7038,7053,"12,8",2020,11,219986
G,3513,3517,"4,6",2022,10,219987
C,7340,7340,"3,7",2023,1,219997
C,8613,8618,45,2020,4,219998
C,5147,5003,"9,2",2022,7,220000
N,1086,777,"13,8",2022,1,220001
J,8208,8230,"37,6",2022,1,220002
J,5360,5355,"6,4",2024,9,220003
F,9360,9360,"28,6",2018,4,220005
J,4313,4049,"14,3",2020,4,220006
C,1383,1388,3,2020,9,220010
J,4335,4100,"42,6",2021,4,220012
K,3157,3184,"9,5",2024,1,220015
J,4612,4618,8,2025,1,220016
J,3057,1348,"44,1",2023,10,220017
J,1389,1390,"4,9",2024,11,220019
K,3157,3186,"16,1",2021,11,220021
C,2019,2005,"7,9",2020,10,220026
J,2383,2335,"28,8",2020,11,220028
J,2150,2100,"21,1",2020,12,220030
D,3513,3512,"7,4",2024,3,220032
E,8803,8800,"1,9",2021,1,220034
J,6100,6065,"33,5",2020,12,220036
E,6070,6065,17,2022,3,220040
N,2406,2334,"29,4",2021,8,220042
N,1188,1281,"7,2",2023,8,220043
N,1400,1413,"15,8",2020,9,220045
K,9024,9541,"288,4",2021,11,220047
J,2619,2636,"19,7",2021,11,220049
J,9514,9512,"8,1",2022,3,220051
C,7038,7018,"6,4",2021,7,220052
K,2940,2966,"24,6",2024,9,220053
C,2619,2609,"4,1",2024,1,220055
K,8012,8009,"2,5",2021,7,220056
K,2940,2900,"20,4",2023,8,220057
C,7604,7607,"3,2",2021,6,220061
J,8613,8614,"4,6",2024,7,220064
J,8012,8021,"7,3",2021,1,220065
K,7820,7819,23,2023,7,220067
C,2940,2973,"32,9",2024,2,220068
C,7038,7030,"3,6",2023,8,220070
N,3232,3280,"18,3",2021,7,220071
N,8656,8665,3,2020,3,220072
N,7500,8301,"76,8",2022,7,220073
C,182,178,"0,6",2025,3,220074
J,283,150,"12,8",2022,8,220077
N,9900,9912,"8,3",2022,11,220078
N,8656,8665,"3,1",2020,5,220080
N,1618,1642,"21,6",2022,8,220081
J,9024,9040,72,2025,3,220085
J,5412,5411,"3,6",2025,5,220088
J,6415,6520,"60,1",2020,3,220090
J,2770,2760,"6,1",2024,4,220093
J,6718,6700,"4,9",2023,9,220094
J,5147,5282,"52,2",2020,3,220097
C,283,268,"5,6",2024,1,220099
C,975,1383,"36,7",2020,11,220103
K,9024,9146,"90,1",2021,3,220107
C,283,266,"5,1",2022,5,220110
D,8656,8890,"36,2",2020,6,220113
D,3138,3138,"1,5",2021,8,220114
C,7820,7770,"66,7",2025,1,220115
N,1188,1164,4,2023,8,220117
D,8370,8380,31,2021,8,220119
J,1188,1167,"6,7",2024,7,220124
C,2714,2750,"7,8",2020,3,220125
E,8208,8207,"1,7",2024,9,220126
J,9845,9840,"26,7",2023,8,220129
J,8006,8073,"6,2",2021,12,220133
N,5537,5531,2,2022,9,220134
N,3718,3712,"7,2",2022,3,220135
J,1599,1592,"11,6",2023,4,220136
C,283,378,"5,4",2021,10,220138
J,3919,3739,16,2021,11,220139
J,2056,2040,"9,9",2025,1,220140
C,2900,2900,"0,7",2023,9,220144
E,7820,7900,"90,6",2023,1,220145
C,975,956,"2,9",2020,10,220146
H,1188,678,"5,8",2019,11,220150
D,5147,5155,"4,1",2021,8,220151
J,2821,2834,"10,1",2021,1,220152
N,283,787,"8,2",2021,12,220154
J,8006,8009,"2,7",2022,8,220158
C,7714,7715,"1,9",2024,5,220162
N,3718,3830,"27,6",2021,12,220163
E,1188,671,5,2023,12,220165
J,5360,5310,"25,1",2024,6,220167
N,9024,9008,"5,5",2020,4,220169
N,2056,2165,"7,5",2020,12,220173
J,1188,1256,"9,2",2021,3,220179
J,2383,2312,"18,8",2020,9,220180
N,1188,1412,"14,1",2023,8,220181
C,3300,3033,"25,5",2020,7,220183
N,1400,1543,"24,3",2020,6,220185
J,4636,4638,"7,9",2022,7,220186
D,8900,8900,"1,4",2023,12,220188
D,7038,7036,"2,1",2019,12,220189
N,3550,2910,"51,1",2020,4,220190
H,1618,1654,"10,7",2020,7,220191
C,283,267,5,2022,9,220192
H,2383,2320,"9,7",2022,6,220197
C,1400,1424,4,2021,11,220201
C,7604,7620,"12,6",2024,3,220202
E,3157,3151,"8,8",2022,8,220204
N,6856,6869,"14,3",2021,4,220206
N,3513,3516,"6,2",2021,12,220211
H,4370,4371,"1,4",2020,8,220212
N,7714,7730,"17,6",2021,12,220215
C,8656,8696,"93,8",2021,10,220216
D,8900,8920,"29,6",2021,2,220218
C,7038,7018,"6,5",2022,10,220220
C,1767,1792,"6,6",2019,11,220221
N,3300,3048,"12,3",2020,5,220223
C,283,270,"6,7",2022,10,220227
J,5537,4260,"4,6",2023,7,220233
J,5542,5501,"5,3",2021,2,220234
E,8012,8003,"3,6",2020,11,220235
C,5911,5937,"28,2",2023,3,220236
N,1739,1706,"5,3",2020,6,220238
C,6900,6905,"2,8",2023,3,220239
K,7038,7037,"1,5",2021,11,220240
C,4580,4580,"13,9",2023,1,220241
J,6023,6055,"30,6",2023,8,220244
C,2019,1481,"8,1",2021,12,220246
C,2056,2050,"5,6",2020,8,220261
J,7038,7058,"8,1",2022,8,220262
E,2821,2864,"34,5",2021,7,220263
C,4013,4085,"4,8",2021,12,220264
N,1599,1820,"36,8",2022,11,220266
D,6800,6814,"2,1",2020,9,220267
J,1406,1930,"77,7",2023,11,220269
C,5147,5005,"7,1",2022,10,220271
J,3262,3264,4,2022,4,220272
J,8656,8665,"7,6",2022,5,220273
C,2940,2953,"15,6",2020,6,220278
E,3157,3189,"22,5",2022,3,220282
N,6415,6415,"6,5",2022,1,220283
N,3262,3261,"5,1",2020,11,220284
C,6718,6729,"40,4",2025,4,220287
D,8803,8800,"1,9",2021,3,220288
N,7503,7509,"5,3",2023,9,220289
C,1738,1743,"3,8",2023,6,220290
C,4013,4005,"2,3",2024,6,220291
G,8613,8630,"22,9",2020,11,220296
C,7503,7633,"38,8",2023,8,220299
D,6770,6823,"23,5",2021,2,220300
J,3057,3442,"22,7",2022,5,220302
J,6900,6906,"1,8",2020,10,220304
D,5131,5124,4,2022,9,220307
G,7300,7332,"27,7",2024,11,220309
C,4313,4050,"3,6",2024,1,220311
K,8402,8400,"17,4",2020,4,220313
N,7038,7097,"8,1",2021,2,220316
N,6800,6800,"2,6",2021,8,220319
C,7714,7750,"31,3",2019,12,220320
J,2383,2335,"36,6",2020,6,220332
E,7038,7045,"7,5",2024,10,220333
J,5537,5563,"10,5",2021,2,220334
K,8208,8226,"14,1",2021,11,220336
J,9514,9514,"2,1",2020,2,220337
J,9409,9404,"5,8",2024,8,220349
G,7340,7398,"28,6",2023,8,220350
C,1400,1400,"2,6",2021,1,220351
N,3057,3475,37,2023,5,220352
C,8370,8300,"67,3",2022,8,220355
C,2019,1480,"9,8",2021,1,220359
J,5360,5378,"18,3",2023,9,220361
C,6490,6493,"8,6",2024,12,220365
N,7038,7224,"17,3",2020,11,220367
K,7900,7900,"0,9",2025,1,220369
F,1767,1771,"0,8",2023,1,220370
N,8900,8960,"41,4",2023,6,220372
H,283,1359,"4,6",2022,9,220373
C,283,275,"3,3",2023,4,220375
C,3718,3715,"4,3",2024,1,220376
D,8803,8850,"25,5",2022,8,220377
N,6800,6800,"1,8",2021,12,220381
N,1739,1659,"7,7",2022,9,220384
N,2019,1963,"43,3",2023,6,220385
J,4848,4836,4,2021,9,220386
D,3300,3302,"4,3",2019,3,220387
K,6783,6065,"84,3",2024,7,220389
K,1086,2150,"43,1",2024,1,220395
J,2714,2750,"4,3",2023,8,220399
J,283,860,"8,5",2022,2,220401
C,6008,6050,"12,6",2021,12,220406
J,4636,4639,"9,5",2023,1,220412
J,3718,3741,"4,6",2024,9,220415
N,1383,1388,"2,2",2020,10,220416
N,8370,8380,"43,9",2022,5,220417
E,3157,3151,"8,8",2022,6,220420
E,5147,5725,"53,4",2023,12,220421
C,2406,2406,"3,6",2024,4,220432
E,7503,7503,"2,7",2025,4,220433
C,7038,7099,"9,1",2021,6,220438
C,5537,5528,"3,8",2023,8,220445
C,9024,9020,"5,9",2020,4,220447
N,1383,3475,"24,6",2021,4,220448
D,6809,6814,"3,2",2024,1,220449
C,283,1352,"2,5",2020,6,220456
E,1767,1781,"2,8",2021,11,220462
J,3184,3174,"17,3",2025,6,220464
J,975,590,"5,3",2020,2,220466
J,7604,7620,"9,6",2022,9,220468
J,4612,4633,"5,2",2025,3,220482
H,7038,7130,"104,1",2021,9,220483
K,7038,7078,"9,3",2025,3,220486
K,3157,3114,"9,1",2020,9,220489
C,283,162,"8,4",2023,6,220490
J,4276,4276,"3,1",2025,1,220493
J,3735,3925,"8,2",2023,7,220494
N,4636,4630,"10,5",2022,8,220500
J,6023,6265,"29,7",2019,11,220505
D,4344,4362,"20,6",2020,11,220507
J,4515,4517,"3,9",2020,12,220510
C,6770,6770,"2,2",2023,8,220514
H,1406,1415,"12,1",2023,1,220515
N,9360,9360,"2,1",2022,5,220518
C,1599,1580,"10,4",2021,1,220521
J,3032,3030,"3,8",2021,9,220526
C,1188,682,4,2021,3,220527
C,7038,7016,"5,5",2025,3,220532
H,6023,6002,"15,3",2023,11,220533
J,2619,2670,"95,7",2023,8,220535
N,5911,5912,"12,5",2021,10,220536
C,9409,9414,"4,5",2022,11,220537
C,7503,7503,1,2022,3,220540
J,5430,5412,"24,8",2019,10,220543
K,9300,9307,"4,2",2020,2,220549
C,6783,6783,"12,3",2020,6,220550
J,6415,6670,"62,1",2022,7,220557
J,8208,8207,"1,9",2022,3,220561
J,3919,3713,4,2021,9,220566
C,1086,458,"9,1",2021,9,220571
C,5360,5378,"17,7",2022,3,220579
K,3232,3233,"13,8",2019,6,220581
C,5147,5170,5,2023,8,220582
E,1599,2322,"178,1",2021,3,220583
N,4313,4319,"7,7",2021,6,220586
H,4735,4540,"46,3",2023,4,220588
C,1738,1743,"3,9",2022,12,220590
C,975,653,"7,9",2020,10,220591
N,8208,8200,"3,7",2022,3,220593
K,8613,8630,"48,8",2023,10,220596
N,1188,272,"13,7",2022,1,220597
C,1406,1400,"4,7",2024,1,220601
C,6009,6003,"5,5",2022,6,220607
J,3083,3077,"26,6",2022,7,220610
J,6023,6170,"28,3",2024,12,220621
G,8613,8630,"20,2",2024,8,220622
N,9900,9900,"2,3",2022,7,220623
J,5147,5244,"20,7",2020,5,220625
J,5147,5252,8,2023,2,220629
K,1086,2030,"43,2",2024,4,220631
K,2940,2953,"18,2",2019,12,220635
J,4013,4071,"11,2",2020,11,220645
J,7500,7562,"26,9",2021,1,220646
J,3232,3211,8,2020,7,220649
D,6900,6900,"1,6",2020,1,220652
J,6100,6110,"15,7",2020,9,220653
C,1599,1539,"6,2",2021,10,220656
N,9024,9046,"89,4",2022,9,220657
J,1406,1920,60,2023,11,220660
J,5147,5236,"13,6",2022,2,220662
E,4313,4008,"11,5",2021,11,220663
C,1738,1723,"4,1",2020,11,220666
K,7038,7058,"8,7",2021,11,220673
K,1086,196,"10,6",2023,8,220678
J,8208,8260,116,2025,3,220680
C,3718,3715,"2,6",2024,3,220681
N,2019,2010,"5,9",2023,5,220691
C,5147,5141,"4,5",2024,5,220694
J,5360,5378,"18,3",2024,7,220702
J,2815,2821,"3,1",2023,8,220703
K,7820,7940,"102,1",2021,9,220704
K,9024,9007,"7,5",2024,4,220707
J,7604,7224,"101,8",2022,9,220710
J,2056,2040,"16,2",2020,12,220712
C,1599,1536,4,2021,9,220714
N,4636,4619,"22,1",2020,8,220715
N,4820,4820,"10,6",2022,5,220719
N,5463,5472,"12,9",2020,6,220728
J,1406,1914,"16,3",2024,9,220741
J,2383,2322,"16,4",2021,1,220742
N,2714,2032,41,2023,8,220745
J,9409,9440,"37,8",2025,1,220748
K,1086,1473,"4,3",2022,11,220757
E,2770,2843,"24,2",2024,11,220766
N,5147,5305,"16,1",2023,11,220767
K,7038,7091,"7,4",2025,6,220771
D,6900,6908,"6,5",2024,5,220776
N,1086,1470,"2,7",2023,11,220778
E,3300,3610,"23,2",2021,5,220788
J,7038,7030,"4,5",2022,1,220789
N,9024,9107,"20,4",2020,5,220793
J,4848,4818,"17,6",2021,8,220798
C,6718,6700,"6,3",2021,7,220803
J,3919,3946,"7,6",2022,6,220810
J,9409,9414,"3,6",2022,9,220812
J,3126,3124,"5,8",2024,12,220816
C,7714,7718,"13,9",2021,3,220817
N,2406,2410,"16,2",2021,12,220829
N,6856,6856,"1,5",2021,4,220831
K,3262,3290,"10,7",2022,10,220833
D,3017,3023,"3,2",2024,5,220834
N,3550,2918,"61,8",2020,3,220838
N,5147,5115,"18,6",2023,11,220839
C,6008,6040,"20,5",2022,1,220845
C,977,583,"7,7",2023,3,220853
N,2056,2054,"12,5",2021,1,220854
N,4313,4313,"7,7",2023,6,220856
K,6783,6050,"128,3",2021,12,220860
C,8402,8406,"4,3",2021,10,220863
J,4313,4319,"7,5",2021,11,220882
J,2406,2423,"90,4",2020,6,220883
E,7038,7042,"6,2",2025,5,220887
C,283,383,"2,6",2023,10,220890
N,7340,7340,"16,9",2023,6,220897
J,4370,4375,"15,1",2020,11,220904
J,4636,4639,"10,1",2021,4,220905
F,4313,4042,"10,2",2020,7,220907
N,1400,1271,"19,3",2020,12,220908
J,7038,7031,3,2021,3,220910
N,3232,3218,"12,7",2020,8,220911
J,5360,5350,"6,5",2024,6,220916
J,6900,6940,"24,8",2020,6,220917
H,9407,9403,"3,2",2020,7,220918
E,6770,6795,"29,2",2023,3,220919
J,7038,7350,"24,3",2020,4,220925
J,5537,4260,"7,2",2023,6,220927
E,8900,8907,"2,5",2024,10,220932
C,7604,7623,17,2021,12,220942
J,5463,5630,"59,8",2023,9,220953
N,7900,7970,"22,5",2023,1,220962
N,3683,3840,"60,3",2022,2,220967
K,7604,7091,"85,2",2021,5,220979
E,5911,5914,"6,5",2025,4,220984
J,6023,6065,"33,5",2023,8,220988
C,5147,5018,"8,2",2020,11,220992
J,2383,2847,"59,2",2023,9,220993
J,4636,4631,9,2020,2,220995
C,283,1358,"2,8",2024,5,221013
K,7038,7048,"7,1",2021,7,221019
D,7503,7503,"1,3",2022,7,221028
N,8370,8310,"48,9",2021,2,221031
J,3232,3213,"4,6",2023,9,221036
C,5542,5443,"36,4",2021,2,221064
C,5412,5416,"7,9",2022,8,221065
C,3735,3729,"13,3",2024,9,221073
G,3414,3011,"4,1",2020,9,221081
C,1188,1362,"20,5",2023,8,221084
J,1086,,"8,6",2020,1,221087
C,5147,5009,"9,7",2021,10,221088
D,4636,4790,"19,6",2021,3,221097
K,977,1350,"42,9",2022,8,221108
J,3735,3950,"19,4",2023,12,221126
C,2383,2385,"3,9",2023,10,221137
N,5147,5036,"13,6",2020,8,221143
F,3157,3133,"11,4",2022,12,221159
K,8370,8300,"68,2",2024,1,221175
J,3157,3154,"10,5",2021,12,221176
D,8656,8660,"4,4",2019,2,221178
J,5147,5357,"22,3",2020,7,221179
C,7500,7503,"3,4",2020,12,221180
J,4820,4820,"4,2",2021,9,221183
C,2619,2618,"4,2",2022,2,221186
J,8370,8372,"6,7",2022,7,221188
K,8402,8410,"56,8",2023,3,221189
N,3232,3110,"29,4",2021,9,221194
C,1188,1152,"3,4",2021,10,221197
K,9024,9020,"4,1",2023,7,221199
N,4313,4020,8,2022,3,221200
J,1599,1405,"41,1",2023,10,221203
G,1739,1730,"3,6",2023,1,221205
J,8402,8445,"42,7",2023,5,221206
J,7038,7014,"5,6",2021,9,221210
C,4276,4274,"7,9",2020,6,221212
J,9845,9800,"50,2",2020,2,221213
J,1618,1661,"1,2",2024,9,221214
C,2056,2050,"5,7",2021,10,221215
C,2019,1480,10,2022,3,221220
K,8208,8286,"176,3",2022,8,221221
K,9024,9020,3,2023,4,221223
K,8900,8907,"3,9",2023,4,221224
C,5147,5141,"4,4",2023,6,221225
N,1086,963,"8,3",2022,11,221226
C,5537,5525,"5,1",2023,3,221228
C,1406,1405,7,2024,2,221230
E,8900,8906,0,2024,5,221231
J,1406,366,"31,9",2023,11,221234
I,1850,1830,"13,1",2022,3,221235
K,1086,586,"9,7",2024,1,221236
C,1599,1532,"3,9",2019,12,221238
J,3414,3414,1,2020,10,221240
N,2383,2320,"8,6",2022,11,221241
G,3219,3218,"6,3",2020,8,221244
C,7604,7607,"4,9",2024,3,221245
K,6783,6095,"92,2",2019,10,221246
N,977,959,"3,3",2021,7,221247
N,8208,8210,"4,9",2021,7,221248
